player_id,team_id,league_id,uniform_number,playing_level,is_active,is_on_secondary,is_on_dl,is_on_dl60,must_be_active,just_signed,was_on_active,was_on_secondary,was_on_dl,mlb_service_years,secondary_service_years,pro_service_years,mlb_service_days,secondary_service_days,pro_service_days,mlb_service_days_this_year,secondary_service_days_this_year,pro_service_days_this_year,dl_days_this_year,years_protected_from_rule_5,is_on_waivers,designated_for_assignment,irrevocable_waivers,days_on_waivers,days_on_waivers_left,days_on_dfa_left,claimed_team_id,last_day_on_waivers,options_used,option_used_this_year,has_received_arbitration,was_traded,trade_status
23444,42,100,27,0,1,1,0,0,0,0,0,0,0,6,6,9,1093,1093,1441,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
23445,267,109,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,861,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
23446,404,115,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,123,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
23447,0,0,4,0,0,0,0,0,0,0,0,0,0,4,4,12,712,847,1607,0,0,0,0,7,0,0,0,0,0,0,0,0,2,0,0,0,0
23448,43,100,36,0,1,1,0,0,0,0,0,0,0,5,7,11,946,1318,1786,0,0,0,0,6,0,0,0,0,0,14,0,0,3,0,0,0,0
23449,403,115,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,862,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
23450,617,133,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,111,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
23451,338,116,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,123,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
23452,0,0,45,0,0,0,0,0,0,0,0,0,0,1,1,8,86,80,1273,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
23453,523,127,15,0,1,0,0,0,0,0,1,0,0,1,0,11,148,0,1670,0,0,0,0,7,0,0,0,0,0,0,0,0,3,0,0,0,0
23454,521,127,41,0,1,0,0,0,0,0,1,0,0,4,0,14,480,0,1599,0,0,0,0,6,0,0,0,0,0,0,0,0,3,0,0,0,0
23456,0,0,38,0,1,0,0,0,0,0,0,0,0,1,0,9,129,0,1201,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
23460,0,0,20,0,0,0,0,0,0,0,0,0,0,2,0,19,382,122,1679,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
23463,514,127,43,0,1,0,0,0,0,0,1,0,0,1,0,9,120,0,1393,0,0,0,0,5,0,0,0,0,0,0,0,0,1,0,0,0,0
23464,324,115,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,123,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
23465,528,127,5,0,0,0,0,0,0,0,0,0,0,1,0,16,218,0,1611,0,0,0,0,6,0,0,0,0,0,0,0,0,3,0,0,0,0
23469,0,0,11,0,1,0,0,0,0,0,0,0,0,1,0,13,186,0,1377,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
23470,518,127,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,72,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
23473,613,133,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,123,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
23477,564,131,27,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,1215,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
23480,731,121,31,0,0,0,0,0,0,0,0,0,0,3,0,11,477,0,1739,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0
23481,707,141,31,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,787,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
23482,601,133,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,117,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0
23484,403,115,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,123,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
23485,613,133,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,123,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
23487,0,0,24,0,1,0,0,0,0,0,0,0,0,3,0,11,473,0,1383,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
23488,314,114,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,109,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
23489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
23491,656,135,21,0,1,0,0,0,0,0,1,0,0,3,0,9,150,0,1093,51,0,0,17,5,0,0,0,0,0,0,0,0,0,0,0,0,0
23492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
23494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
23495,314,114,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,123,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
23496,57,100,37,0,1,1,0,0,0,0,0,0,0,4,5,12,725,890,1786,0,0,0,0,6,0,0,0,1,0,0,0,0,2,0,0,0,0
23497,604,133,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,123,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
23498,562,131,9,0,1,0,0,0,0,0,1,0,0,4,0,12,200,0,1246,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
23499,314,114,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,123,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
23503,669,136,35,0,0,0,0,0,0,0,0,0,0,0,0,10,21,21,1325,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
23504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
23505,451,121,10,0,0,0,0,0,0,0,0,0,0,0,0,16,99,99,1656,0,0,0,0,6,0,0,0,0,0,0,0,0,3,0,0,0,0
23506,316,114,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,123,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
23509,711,141,15,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,534,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
23511,593,133,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,123,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
23513,663,136,3,0,0,0,0,0,0,0,0,0,0,1,0,10,110,0,570,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
23515,623,134,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,123,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
23520,301,113,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,118,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
23521,591,133,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,123,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
23522,289,111,33,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,1097,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
23524,671,136,46,0,0,0,0,0,0,0,0,0,0,0,0,8,100,0,990,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,1,0
23525,448,120,36,0,1,0,0,0,0,0,1,0,0,1,0,11,130,0,1768,0,0,0,0,7,0,0,0,0,0,0,0,0,1,0,0,0,0
23526,308,113,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,123,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
23527,50,100,25,0,1,1,0,0,0,0,0,0,0,7,7,11,1350,1350,1788,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0
23528,648,131,43,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,709,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
23529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23530,525,127,36,0,0,0,0,0,0,0,0,0,0,0,0,12,56,0,1284,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
23531,327,114,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,123,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
23532,514,127,14,0,0,0,0,0,0,0,0,0,0,0,0,12,100,0,1467,0,0,0,0,6,0,0,0,0,0,0,0,0,2,0,0,0,0
23533,0,0,30,0,1,0,0,0,0,0,0,0,0,1,0,9,112,16,1352,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
23534,303,113,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,93,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
23535,406,115,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,123,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
23536,517,127,16,0,0,0,0,0,0,0,0,0,0,1,0,11,234,0,1371,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
23537,219,106,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,862,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
23538,176,101,0,0,0,1,0,0,0,0,0,0,0,0,0,4,7,7,682,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
23539,252,109,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,862,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
23540,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
23545,513,127,31,0,1,0,0,0,0,0,1,0,0,1,0,13,183,0,1386,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
23546,59,100,18,0,1,1,0,0,0,0,0,0,0,9,9,14,1642,1642,1624,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
23547,0,0,45,0,1,1,0,0,0,0,0,0,0,8,8,13,1480,1480,1796,0,0,0,0,6,0,0,0,0,0,0,0,0,3,0,0,0,0
23549,600,133,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,123,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
23550,520,127,31,0,1,0,0,0,0,0,1,0,0,1,0,12,210,60,1454,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
23552,704,140,2,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,1289,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
23553,285,111,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,114,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
23560,523,127,18,0,1,0,0,0,0,0,1,0,0,3,0,15,456,0,1560,0,0,0,0,6,0,0,0,0,0,0,0,0,3,0,0,0,0
23563,0,0,33,0,1,0,0,0,0,0,0,0,0,3,0,14,449,0,1209,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
23567,297,112,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,862,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
23577,704,140,32,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,436,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
23581,721,142,16,0,1,0,0,0,0,0,1,0,0,0,0,11,0,0,1435,0,0,0,0,6,0,0,0,0,0,0,0,0,1,0,0,0,0
23582,253,109,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,114,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
23584,0,0,35,0,0,0,0,0,0,0,0,0,0,1,0,16,124,0,1386,0,0,0,0,5,0,0,0,0,0,0,0,0,1,0,0,0,0
23586,163,101,0,0,0,0,0,0,0,0,0,0,0,1,1,5,172,172,862,0,0,0,0,4,0,0,1,45,0,0,0,0,0,0,0,0,0
23587,604,133,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,123,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
23588,316,114,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,123,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
23589,403,115,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,107,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
23590,332,115,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,123,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
23591,404,115,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,93,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
23592,267,109,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,862,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
23593,315,114,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,123,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
23594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
23595,584,133,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,123,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
23596,328,115,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,123,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
23597,248,109,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,108,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
23598,337,116,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,117,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
23599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
23600,567,131,0,0,1,0,0,0,0,0,1,0,0,0,0,5,0,0,643,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
23601,308,113,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,115,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
23602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
23603,361,114,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,123,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
23604,736,114,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,123,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
23605,320,115,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,123,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
23606,335,116,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,862,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
23609,301,113,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,123,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
23610,301,113,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,123,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
23612,739,133,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,123,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
23613,613,133,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,123,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
23614,316,114,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,123,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
23617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
23618,518,127,38,0,1,0,0,0,0,0,1,0,0,5,0,16,600,0,1324,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
23619,247,109,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,114,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,1,0
23620,293,112,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,123,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
23622,606,133,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,123,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
23625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
23626,743,137,0,0,1,0,0,0,0,0,1,0,0,1,0,5,80,0,841,112,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
23627,593,133,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,123,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
23629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23630,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
23631,316,114,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,123,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
23632,189,103,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,862,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
23633,301,113,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,123,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
23634,215,105,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,682,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
23635,612,133,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,123,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
23636,318,115,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,123,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
23637,620,133,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,123,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
23638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
23639,330,115,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,117,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
23640,596,133,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,123,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
23641,613,133,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,123,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
23642,314,114,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,123,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
23643,305,113,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,123,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
23644,329,114,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,123,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
23645,608,133,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,123,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
23646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
23647,607,133,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,123,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
23652,601,133,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,123,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
23653,178,102,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,93,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
23656,221,106,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,862,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
23657,617,133,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,111,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
23658,175,102,8,0,0,0,0,0,0,0,0,0,0,4,5,12,805,1013,1793,0,0,0,0,6,0,0,1,182,0,0,0,0,3,0,0,0,0
23660,610,133,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,123,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0
23663,340,116,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,496,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
23666,625,134,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,123,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
23667,333,116,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,123,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
23668,403,115,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,123,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
23669,279,111,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,689,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
23670,320,115,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,123,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
23671,404,115,32,0,0,0,0,0,0,0,0,0,0,1,0,9,222,0,1241,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
23672,664,136,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,96,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
23673,737,132,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,388,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
23674,403,115,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,123,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
23675,467,125,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,89,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
23676,723,142,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,96,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0
23677,173,102,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,682,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
23678,717,142,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,123,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
23679,613,133,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,123,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
23680,328,115,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,123,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
23681,625,134,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,123,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
23682,323,115,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,123,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
23683,331,115,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,113,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
23684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
23685,329,114,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,123,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
23686,320,115,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,123,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
23687,324,115,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,123,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
23688,619,133,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,123,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
23689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
23690,613,133,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,123,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
23691,601,133,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,123,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
23692,625,134,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,123,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
23693,307,113,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,123,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
23696,606,133,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,93,0,0,0,0,4,0,0,0,0,0,12,0,0,0,0,0,0,0
23698,315,114,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,123,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
23699,0,0,31,0,1,0,0,0,0,0,0,0,0,4,0,15,200,0,1260,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
23700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
23704,0,0,6,0,1,1,0,0,0,0,0,0,0,8,8,13,1537,1544,1667,0,0,0,0,6,0,0,0,0,0,0,0,0,1,0,0,0,0
23712,323,115,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,123,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
23713,593,133,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,123,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
23715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
23716,716,141,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,556,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
23717,325,115,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,123,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
23718,663,136,35,0,1,0,0,0,0,0,1,0,0,0,0,6,55,0,969,55,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
